"id","subject","category","difficulty","type","prompt","asset","explanation","errors","warnings"
"mole_mass_amount_008","화학","화학량론","고급","numeric","CaCO3 150 g은 몇 mol인가? (몰질량 100 g/mol)","","150÷100=1.5 mol입니다.","0","0"
"mole_mass_amount_009","화학","화학량론","고급","numeric","Na2CO3 53 g은 몇 mol인가? (몰질량 106 g/mol)","","53÷106=0.5 mol입니다.","0","0"
"mole_mass_amount_010","화학","화학량론","고급","numeric","NaHCO3 84 g은 몇 mol인가? (몰질량 84 g/mol)","","84÷84=1 mol입니다.","0","0"
"mole_mass_amount_011","화학","화학량론","고급","numeric","H2SO4 196 g은 몇 mol인가? (몰질량 98 g/mol)","","196÷98=2 mol입니다.","0","0"
"mole_mass_amount_012","화학","화학량론","고급","numeric","HNO3 94.5 g은 몇 mol인가? (몰질량 63 g/mol)","","94.5÷63=1.5 mol입니다.","0","0"
"mole_mass_amount_013","화학","화학량론","고급","numeric","H3PO4 49 g은 몇 mol인가? (몰질량 98 g/mol)","","49÷98=0.5 mol입니다.","0","0"
"mole_mass_amount_014","화학","화학량론","고급","numeric","CH3OH 32 g은 몇 mol인가? (몰질량 32 g/mol)","","32÷32=1 mol입니다.","0","0"
"mole_mass_amount_015","화학","화학량론","고급","numeric","C2H5OH 92 g은 몇 mol인가? (몰질량 46 g/mol)","","92÷46=2 mol입니다.","0","0"
"mole_mass_amount_016","화학","화학량론","고급","numeric","C2H4 42 g은 몇 mol인가? (몰질량 28 g/mol)","","42÷28=1.5 mol입니다.","0","0"
"mole_mass_amount_017","화학","화학량론","고급","numeric","C2H6 15 g은 몇 mol인가? (몰질량 30 g/mol)","","15÷30=0.5 mol입니다.","0","0"
"mole_mass_amount_018","화학","화학량론","고급","numeric","C3H8 44 g은 몇 mol인가? (몰질량 44 g/mol)","","44÷44=1 mol입니다.","0","0"
"mole_mass_amount_019","화학","화학량론","고급","numeric","C6H12O6 360 g은 몇 mol인가? (몰질량 180 g/mol)","","360÷180=2 mol입니다.","0","0"
"mole_mass_molar_001","화학","화학량론","초급","numeric","H2O의 몰질량은 몇 g/mol인가?","","H2O의 원자량을 합하면 18 g/mol입니다.","0","0"
"mole_mass_molar_002","화학","화학량론","초급","numeric","CO2의 몰질량은 몇 g/mol인가?","","CO2의 원자량을 합하면 44 g/mol입니다.","0","0"
"mole_mass_molar_003","화학","화학량론","중급","numeric","NaCl의 몰질량은 몇 g/mol인가?","","NaCl의 원자량을 합하면 58.5 g/mol입니다.","0","0"
"mole_mass_molar_004","화학","화학량론","중급","numeric","CaCO3의 몰질량은 몇 g/mol인가?","","CaCO3의 원자량을 합하면 100 g/mol입니다.","0","0"
"mole_mass_two_step_001","화학","화학량론","고급","numeric","Na2CO3 0.5 mol의 질량은? 먼저 몰질량을 계산한 뒤 질량을 구하세요.","","몰질량 106 g/mol을 구한 뒤 0.5×106=53 g입니다.","0","0"
"mole_mass_two_step_002","화학","화학량론","고급","numeric","C6H12O6 1.5 mol의 질량은? 먼저 몰질량을 계산한 뒤 질량을 구하세요.","","몰질량 180 g/mol을 구한 뒤 1.5×180=270 g입니다.","0","0"
"mole_mass_two_step_003","화학","화학량론","고급","numeric","H3PO4 2 mol의 질량은? 먼저 몰질량을 계산한 뒤 질량을 구하세요.","","몰질량 98 g/mol을 구한 뒤 2×98=196 g입니다.","0","0"
"mole_particles_001","화학","화학량론","초급","short_answer","분자 1 mol의 입자 수를 10²³ 단위 계수로 쓰면?","","아보가드로 상수는 6.02×10²³ mol⁻¹이다.","0","0"
"mole_particles_002","화학","화학량론","중급","short_answer","0.5 mol의 분자 수를 10²³ 단위 계수로 쓰면?","","0.5×6.02=3.01이다.","0","0"
"mole_particles_003","화학","화학량론","중급","short_answer","2 mol의 원자 수를 10²³ 단위 계수로 쓰면?","","2×6.02=12.04이다.","0","0"
"mole_particles_004","화학","화학량론","고급","short_answer","1.204×10²⁴개 입자는 몇 mol인가?","","1.204×10²⁴÷6.02×10²³=2 mol이다.","0","0"
"gas_volume_001","화학","화학량론","초급","numeric","0 ℃, 1기압에서 기체 1 mol의 부피를 22.4 L로 할 때, 산소 2 mol의 부피는?","","2×22.4=44.8 L입니다.","0","0"
"gas_volume_002","화학","화학량론","초급","numeric","0 ℃, 1기압에서 기체 1 mol의 부피를 22.4 L로 할 때, 질소 0.5 mol의 부피는?","","0.5×22.4=11.2 L입니다.","0","0"
"gas_volume_003","화학","화학량론","초급","numeric","0 ℃, 1기압에서 기체 1 mol의 부피를 22.4 L로 할 때, 33.6 L는 몇 mol인가?","","33.6÷22.4=1.5 mol입니다.","0","0"
"gas_volume_004","화학","화학량론","중급","numeric","25 ℃, 1기압에서 기체 1 mol의 부피가 24.5 L일 때, 3 mol의 부피는?","","3×24.5=73.5 L입니다.","0","0"
"gas_volume_005","화학","화학량론","중급","multiple_choice","같은 온도와 같은 압력에서 수소 2 mol과 산소 1 mol의 부피비는?","","같은 온도와 압력에서는 기체의 부피비가 몰수비와 같습니다.","0","0"
"gas_volume_006","화학","화학량론","중급","numeric","같은 온도와 같은 압력에서 기체 A 3 mol의 부피가 60 L일 때, 기체 B 1 mol의 부피는?","","같은 조건에서 몰수비와 부피비가 같으므로 60÷3=20 L입니다.","0","0"
"gas_volume_007","화학","화학량론","고급","multiple_choice","같은 온도와 같은 압력에서 2H₂ + O₂ → 2H₂O(g)일 때, 반응하는 H₂와 O₂의 부피비는?","","같은 조건에서 기체 부피비는 반응식 계수비 2:1과 같습니다.","0","0"
"gas_volume_008","화학","화학량론","고급","numeric","같은 온도와 같은 압력에서 N₂ + 3H₂ → 2NH₃일 때, 질소 10 L와 완전히 반응하는 수소의 부피는?","","계수비 N₂:H₂=1:3이므로 10×3=30 L입니다.","0","0"
"concentration_001","화학","화학량론","초급","short_answer","용질 1 mol이 2 L 용액에 있을 때 몰 농도는?","","1÷2=0.5 M이다.","0","0"
"concentration_002","화학","화학량론","초급","short_answer","0.2 M 용액 1 L에 든 용질은 몇 mol인가?","","0.2×1=0.2 mol이다.","0","0"
"concentration_003","화학","화학량론","중급","short_answer","0.5 M 용액 200 mL에 든 용질은 몇 mol인가?","","200 mL=0.2 L, 0.5×0.2=0.1 mol이다.","0","0"
"concentration_004","화학","화학량론","고급","short_answer","1.0 M 용액 100 mL를 500 mL로 묽히면 농도는?","","M₁V₁=M₂V₂에서 0.2 M이다.","0","0"
"equation_balancing_001","화학","화학 반응","초급","short_answer","H₂ + O₂ → H₂O의 최소 정수 계수는?","","2H₂+O₂→2H₂O이다.","0","0"
"equation_balancing_002","화학","화학 반응","초급","short_answer","N₂ + H₂ → NH₃의 최소 정수 계수는?","","N₂+3H₂→2NH₃이다.","0","0"
"equation_balancing_003","화학","화학 반응","중급","short_answer","Al + O₂ → Al₂O₃의 최소 정수 계수는?","","4Al+3O₂→2Al₂O₃이다.","0","0"
"equation_balancing_004","화학","화학 반응","고급","short_answer","C₃H₈ + O₂ → CO₂ + H₂O의 최소 정수 계수는?","","1,5,3,4이다.","0","0"
"stoichiometry_001","화학","화학량론","초급","short_answer","2H₂+O₂→2H₂O에서 H₂ 2 mol이 완전 반응할 때 H₂O는 몇 mol 생성되는가?","","계수비가 2:2이다.","0","0"
"stoichiometry_002","화학","화학량론","중급","short_answer","N₂+3H₂→2NH₃에서 N₂ 1 mol로 생성 가능한 NH₃는 몇 mol인가?","","계수비 1:2이다.","0","0"
"stoichiometry_003","화학","화학량론","중급","short_answer","2CO+O₂→2CO₂에서 CO 3 mol에 필요한 O₂는 몇 mol인가?","","CO:O₂=2:1이다.","0","0"
"stoichiometry_004","화학","화학량론","고급","short_answer","2H₂+O₂→2H₂O에서 H₂ 4 mol과 O₂ 1 mol 중 한계 반응물은?","","O₂ 1 mol은 H₂ 2 mol과만 반응한다.","0","0"
"oxidation_number_001","화학","산화환원","초급","short_answer","H₂","","홑원소의 산화수는 0이다.","0","1"
"oxidation_number_002","화학","산화환원","초급","short_answer","O₂","","홑원소의 산화수는 0이다.","0","1"
"oxidation_number_003","화학","산화환원","초급","short_answer","N₂","","홑원소의 산화수는 0이다.","0","1"
"oxidation_number_004","화학","산화환원","초급","short_answer","Cl₂","","홑원소의 산화수는 0이다.","0","1"
"oxidation_number_005","화학","산화환원","초급","short_answer","Na⁺","","단원자 이온의 산화수는 이온 전하와 같다.","0","1"
"oxidation_number_006","화학","산화환원","초급","short_answer","Mg²⁺","","단원자 이온의 산화수는 이온 전하와 같다.","0","0"
"oxidation_number_007","화학","산화환원","초급","short_answer","Al³⁺","","단원자 이온의 산화수는 이온 전하와 같다.","0","0"
"oxidation_number_008","화학","산화환원","초급","short_answer","Cl⁻","","단원자 이온의 산화수는 이온 전하와 같다.","0","1"
"oxidation_number_009","화학","산화환원","초급","short_answer","NaCl","","NaCl에서 Cl은 -1이므로 Na는 +1이다.","0","0"
"oxidation_number_010","화학","산화환원","초급","short_answer","NaCl","","NaCl에서 Na는 +1이므로 Cl은 -1이다.","0","0"
"oxidation_number_011","화학","산화환원","초급","short_answer","MgCl₂","","Cl이 각각 -1이므로 Mg는 +2이다.","0","0"
"oxidation_number_012","화학","산화환원","초급","short_answer","CaO","","Ca가 +2이므로 O는 -2이다.","0","0"
"oxidation_number_013","화학","산화환원","초급","short_answer","K₂O","","O가 -2이고 K가 두 개이므로 K는 +1이다.","0","1"
"oxidation_number_014","화학","산화환원","초급","short_answer","H₂O","","일반적인 화합물에서 H의 산화수는 +1이다.","0","1"
"oxidation_number_015","화학","산화환원","초급","short_answer","H₂O","","일반적인 화합물에서 O의 산화수는 -2이다.","0","1"
"oxidation_number_046","화학","산화환원","초급","short_answer","H₂O₂","","과산화물 H₂O₂에서 O의 산화수는 -1이다.","0","0"
"oxidation_number_047","화학","산화환원","초급","short_answer","H₂O₂","","H₂O₂에서도 H는 +1이고, 전체 산화수의 합이 0이 되려면 O는 -1이다.","0","0"
"oxidation_number_048","화학","산화환원","초급","short_answer","NaH","","금속 수소화물 NaH에서 H의 산화수는 -1이다.","0","0"
"oxidation_number_049","화학","산화환원","초급","short_answer","CaH₂","","금속 수소화물 CaH₂에서 H의 산화수는 -1이다.","0","0"
"oxidation_number_050","화학","산화환원","초급","short_answer","OF₂","","화합물에서 F는 -1이므로 O + 2(-1) = 0에서 O는 +2이다.","0","1"
"oxidation_number_051","화학","산화환원","초급","short_answer","OF₂","","F는 화합물에서 -1이며, 그 결과 OF₂에서 O는 +2가 된다.","0","1"
"oxidation_number_016","화학","산화환원","중급","short_answer","CO₂","","C + 2(-2) = 0이므로 C는 +4이다.","0","1"
"oxidation_number_017","화학","산화환원","중급","short_answer","CO","","C + (-2) = 0이므로 C는 +2이다.","0","0"
"oxidation_number_018","화학","산화환원","중급","short_answer","CH₄","","C + 4(+1) = 0이므로 C는 -4이다.","0","1"
"oxidation_number_019","화학","산화환원","중급","short_answer","NH₃","","N + 3(+1) = 0이므로 N은 -3이다.","0","1"
"oxidation_number_020","화학","산화환원","중급","short_answer","HCl","","H가 +1이므로 Cl은 -1이다.","0","0"
"oxidation_number_021","화학","산화환원","중급","short_answer","H₂S","","2(+1) + S = 0이므로 S는 -2이다.","0","1"
"oxidation_number_022","화학","산화환원","중급","short_answer","SO₂","","S + 2(-2) = 0이므로 S는 +4이다.","0","1"
"oxidation_number_023","화학","산화환원","중급","short_answer","SO₃","","S + 3(-2) = 0이므로 S는 +6이다.","0","1"
"oxidation_number_024","화학","산화환원","중급","short_answer","NO","","N + (-2) = 0이므로 N은 +2이다.","0","0"
"oxidation_number_025","화학","산화환원","중급","short_answer","NO₂","","N + 2(-2) = 0이므로 N은 +4이다.","0","1"
"oxidation_number_026","화학","산화환원","중급","short_answer","PCl₃","","P + 3(-1) = 0이므로 P는 +3이다.","0","0"
"oxidation_number_027","화학","산화환원","중급","short_answer","PCl₅","","P + 5(-1) = 0이므로 P는 +5이다.","0","0"
"oxidation_number_028","화학","산화환원","중급","short_answer","SiCl₄","","Si + 4(-1) = 0이므로 Si는 +4이다.","0","0"
"oxidation_number_029","화학","산화환원","중급","short_answer","Al₂O₃","","2Al + 3(-2) = 0이므로 Al은 +3이다.","0","0"
"oxidation_number_030","화학","산화환원","중급","short_answer","Mg₃N₂","","3(+2) + 2N = 0이므로 N은 -3이다.","0","0"
"oxidation_number_052","화학","산화환원","중급","short_answer","Na₂O₂","","Na₂O₂는 과산화물이므로 O의 산화수는 -1이다.","0","0"
"oxidation_number_053","화학","산화환원","중급","short_answer","K₂O₂","","K₂O₂는 과산화물이므로 O의 산화수는 -1이다.","0","0"
"oxidation_number_054","화학","산화환원","중급","short_answer","MgH₂","","금속 수소화물 MgH₂에서 H의 산화수는 -1이다.","0","0"
"oxidation_number_055","화학","산화환원","중급","short_answer","KH","","금속 수소화물 KH에서 H의 산화수는 -1이다.","0","0"
"oxidation_number_056","화학","산화환원","중급","short_answer","HClO","","(+1) + Cl + (-2) = 0이므로 Cl은 +1이다.","0","0"
"oxidation_number_057","화학","산화환원","중급","short_answer","HClO₄","","(+1) + Cl + 4(-2) = 0이므로 Cl은 +7이다.","0","0"
"oxidation_number_031","화학","산화환원","고급","short_answer","NO₃⁻","","N + 3(-2) = -1이므로 N은 +5이다.","0","0"
"oxidation_number_032","화학","산화환원","고급","short_answer","NO₂⁻","","N + 2(-2) = -1이므로 N은 +3이다.","0","0"
"oxidation_number_033","화학","산화환원","고급","short_answer","SO₄²⁻","","S + 4(-2) = -2이므로 S는 +6이다.","0","0"
"oxidation_number_034","화학","산화환원","고급","short_answer","SO₃²⁻","","S + 3(-2) = -2이므로 S는 +4이다.","0","0"
"oxidation_number_035","화학","산화환원","고급","short_answer","CO₃²⁻","","C + 3(-2) = -2이므로 C는 +4이다.","0","0"
"oxidation_number_036","화학","산화환원","고급","short_answer","PO₄³⁻","","P + 4(-2) = -3이므로 P는 +5이다.","0","0"
"oxidation_number_037","화학","산화환원","고급","short_answer","NH₄⁺","","N + 4(+1) = +1이므로 N은 -3이다.","0","0"
"oxidation_number_038","화학","산화환원","고급","short_answer","H₂SO₄","","2(+1) + S + 4(-2) = 0이므로 S는 +6이다.","0","0"
"oxidation_number_039","화학","산화환원","고급","short_answer","HNO₃","","(+1) + N + 3(-2) = 0이므로 N은 +5이다.","0","0"
"oxidation_number_040","화학","산화환원","고급","short_answer","H₃PO₄","","3(+1) + P + 4(-2) = 0이므로 P는 +5이다.","0","0"
"oxidation_number_041","화학","산화환원","고급","short_answer","Na₂SO₄","","2(+1) + S + 4(-2) = 0이므로 S는 +6이다.","0","0"
"oxidation_number_042","화학","산화환원","고급","short_answer","KNO₃","","(+1) + N + 3(-2) = 0이므로 N은 +5이다.","0","0"
"oxidation_number_043","화학","산화환원","고급","short_answer","CaCO₃","","(+2) + C + 3(-2) = 0이므로 C는 +4이다.","0","0"
"oxidation_number_044","화학","산화환원","고급","short_answer","Na₃PO₄","","3(+1) + P + 4(-2) = 0이므로 P는 +5이다.","0","0"
"oxidation_number_045","화학","산화환원","고급","short_answer","Ca(NO₃)₂","","NO₃⁻에서 N + 3(-2) = -1이므로 N은 +5이다.","0","0"
"oxidation_number_058","화학","산화환원","고급","short_answer","CH₃OH","","메탄올 CH₃OH에서 H를 +1, O를 -2로 먼저 두면 C + 4(+1) + (-2) = 0이므로 C는 -2이다.","0","0"
"oxidation_number_059","화학","산화환원","고급","short_answer","C₂H₆O","","에탄올 C₂H₆O에서 H와 O를 먼저 처리한다. C의 평균 산화수를 x라 하면 2x + 6(+1) + (-2) = 0이므로 x는 -2이다.","0","0"
"oxidation_number_060","화학","산화환원","고급","short_answer","C₂H₄O₂","","아세트산 C₂H₄O₂에서 H와 O를 먼저 처리한다. C의 평균 산화수를 x라 하면 2x + 4(+1) + 2(-2) = 0이므로 x는 0이다.","0","0"
"oxidation_number_061","화학","산화환원","고급","short_answer","C₆H₁₂O₆","","포도당 C₆H₁₂O₆에서 H와 O를 먼저 처리한다. C의 평균 산화수를 x라 하면 6x + 12(+1) + 6(-2) = 0이므로 x는 0이다.","0","0"
"oxidation_number_062","화학","산화환원","고급","short_answer","NH₄NO₃","","NH₄⁺ 부분에서 N + 4(+1) = +1이므로 밑줄 친 N은 -3이다.","0","0"
"oxidation_number_063","화학","산화환원","고급","short_answer","NH₄NO₃","","NO₃⁻ 부분에서 N + 3(-2) = -1이므로 밑줄 친 N은 +5이다.","0","0"
"oxidation_number_064","화학","산화환원","초급","short_answer","C","","홑원소 C의 산화수는 0이다.","0","0"
"oxidation_number_065","화학","산화환원","중급","short_answer","Na₂O","","Na₂O에서 O는 -2이므로 2Na + (-2) = 0에서 Na는 +1이다.","0","0"
"oxidation_number_066","화학","산화환원","고급","short_answer","Al₂S₃","","Al₂S₃에서 Al은 +3이므로 2(+3) + 3S = 0에서 S는 -2이다.","0","0"
"redox_001","화학","산화환원","초급","multiple_choice","2Mg + O₂ → 2MgO","","산화","0","0"
"redox_002","화학","산화환원","초급","multiple_choice","Zn + 2H⁺ → Zn²⁺ + H₂","","산화","0","0"
"redox_003","화학","산화환원","초급","multiple_choice","2Na + Cl₂ → 2NaCl","","산화","0","0"
"redox_004","화학","산화환원","초급","multiple_choice","Fe + Cu²⁺ → Fe²⁺ + Cu","","산화","0","0"
"redox_005","화학","산화환원","초급","multiple_choice","Cu + 2Ag⁺ → Cu²⁺ + 2Ag","","산화","0","0"
"redox_006","화학","산화환원","중급","multiple_choice","2Fe²⁺ + Cl₂ → 2Fe³⁺ + 2Cl⁻","","산화","0","0"
"redox_007","화학","산화환원","중급","multiple_choice","2I⁻ + Br₂ → I₂ + 2Br⁻","","산화","0","0"
"redox_008","화학","산화환원","중급","multiple_choice","2Br⁻ + Cl₂ → Br₂ + 2Cl⁻","","산화","0","0"
"redox_009","화학","산화환원","중급","multiple_choice","H₂ + CuO → Cu + H₂O","","산화","0","0"
"redox_010","화학","산화환원","고급","multiple_choice","CH₄ + 2O₂ → CO₂ + 2H₂O","","산화","0","0"
"redox_011","화학","산화환원","고급","multiple_choice","3CO + Fe₂O₃ → 2Fe + 3CO₂","","산화","0","0"
"redox_012","화학","산화환원","초급","multiple_choice","2Mg + O₂ → 2MgO","","환원","0","0"
"redox_013","화학","산화환원","초급","multiple_choice","Zn + 2H⁺ → Zn²⁺ + H₂","","환원","0","0"
"redox_014","화학","산화환원","초급","multiple_choice","2Na + Cl₂ → 2NaCl","","환원","0","0"
"redox_015","화학","산화환원","초급","multiple_choice","Fe + Cu²⁺ → Fe²⁺ + Cu","","환원","0","0"
"redox_016","화학","산화환원","초급","multiple_choice","Cu + 2Ag⁺ → Cu²⁺ + 2Ag","","환원","0","0"
"redox_017","화학","산화환원","중급","multiple_choice","2Fe²⁺ + Cl₂ → 2Fe³⁺ + 2Cl⁻","","환원","0","0"
"redox_018","화학","산화환원","중급","multiple_choice","2I⁻ + Br₂ → I₂ + 2Br⁻","","환원","0","0"
"redox_019","화학","산화환원","중급","multiple_choice","2Br⁻ + Cl₂ → Br₂ + 2Cl⁻","","환원","0","0"
"redox_020","화학","산화환원","중급","multiple_choice","H₂ + CuO → Cu + H₂O","","환원","0","0"
"redox_021","화학","산화환원","고급","multiple_choice","CH₄ + 2O₂ → CO₂ + 2H₂O","","환원","0","0"
"redox_022","화학","산화환원","고급","multiple_choice","3CO + Fe₂O₃ → 2Fe + 3CO₂","","환원","0","0"
"redox_023","화학","산화환원","초급","multiple_choice","HCl + NaOH → NaCl + H₂O","","둘 다 아님","0","0"
"redox_024","화학","산화환원","초급","multiple_choice","2HNO₃ + Ca(OH)₂ → Ca(NO₃)₂ + 2H₂O","","둘 다 아님","0","0"
"redox_025","화학","산화환원","초급","multiple_choice","H₂SO₄ + 2KOH → K₂SO₄ + 2H₂O","","둘 다 아님","0","0"
"redox_026","화학","산화환원","중급","multiple_choice","AgNO₃ + NaCl → AgCl↓ + NaNO₃","","둘 다 아님","0","0"
"redox_027","화학","산화환원","중급","multiple_choice","BaCl₂ + Na₂SO₄ → BaSO₄↓ + 2NaCl","","둘 다 아님","0","0"
"redox_028","화학","산화환원","중급","multiple_choice","CaCl₂ + Na₂CO₃ → CaCO₃↓ + 2NaCl","","둘 다 아님","0","0"
"redox_029","화학","산화환원","고급","multiple_choice","Pb(NO₃)₂ + 2KI → PbI₂↓ + 2KNO₃","","둘 다 아님","0","0"
"redox_030","화학","산화환원","고급","multiple_choice","CuSO₄ + 2NaOH → Cu(OH)₂↓ + Na₂SO₄","","둘 다 아님","0","0"
"redox_031","화학","산화환원","초급","multiple_choice","C + O₂ → CO₂","","산화","0","0"
"redox_032","화학","산화환원","초급","multiple_choice","2H₂ + O₂ → 2H₂O","","산화","0","0"
"redox_033","화학","산화환원","중급","multiple_choice","ZnO + C → Zn + CO","","산화","0","0"
"redox_034","화학","산화환원","초급","multiple_choice","4Fe + 3O₂ → 2Fe₂O₃","","산화","0","0"
"redox_035","화학","산화환원","중급","multiple_choice","N₂ + O₂ → 2NO","","산화","0","0"
"redox_036","화학","산화환원","중급","multiple_choice","2NO + O₂ → 2NO₂","","산화","0","0"
"redox_037","화학","산화환원","초급","multiple_choice","4Na + O₂ → 2Na₂O","","산화","0","0"
"redox_038","화학","산화환원","초급","multiple_choice","2Cu + O₂ → 2CuO","","산화","0","0"
"redox_039","화학","산화환원","초급","multiple_choice","4Al + 3O₂ → 2Al₂O₃","","산화","0","0"
"redox_040","화학","산화환원","중급","multiple_choice","2Ag⁺ + Fe → 2Ag + Fe²⁺","","산화","0","0"
"redox_041","화학","산화환원","고급","multiple_choice","2Al + 3Ag₂S → Al₂S₃ + 6Ag","","산화","0","0"
"redox_042","화학","산화환원","초급","multiple_choice","C + O₂ → CO₂","","환원","0","0"
"redox_043","화학","산화환원","초급","multiple_choice","2H₂ + O₂ → 2H₂O","","환원","0","0"
"redox_044","화학","산화환원","중급","multiple_choice","ZnO + C → Zn + CO","","환원","0","0"
"redox_045","화학","산화환원","초급","multiple_choice","4Fe + 3O₂ → 2Fe₂O₃","","환원","0","0"
"redox_046","화학","산화환원","중급","multiple_choice","N₂ + O₂ → 2NO","","환원","0","0"
"redox_047","화학","산화환원","중급","multiple_choice","2NO + O₂ → 2NO₂","","환원","0","0"
"redox_048","화학","산화환원","초급","multiple_choice","4Na + O₂ → 2Na₂O","","환원","0","0"
"redox_049","화학","산화환원","초급","multiple_choice","2Cu + O₂ → 2CuO","","환원","0","0"
"redox_050","화학","산화환원","초급","multiple_choice","4Al + 3O₂ → 2Al₂O₃","","환원","0","0"
"redox_051","화학","산화환원","중급","multiple_choice","2Ag⁺ + Fe → 2Ag + Fe²⁺","","환원","0","0"
"redox_052","화학","산화환원","고급","multiple_choice","2Al + 3Ag₂S → Al₂S₃ + 6Ag","","환원","0","0"
"metal_reactivity_001","화학","산화환원","고급","binary_choice","(K Ca)","","반응성 서열에서 K > Ca이므로 좌가 정답입니다.","0","0"
"metal_reactivity_002","화학","산화환원","고급","binary_choice","(Ca K)","","반응성 서열에서 K > Ca이므로 우가 정답입니다.","0","0"
"metal_reactivity_003","화학","산화환원","고급","binary_choice","(K Na)","","반응성 서열에서 K > Na이므로 좌가 정답입니다.","0","0"
"metal_reactivity_004","화학","산화환원","고급","binary_choice","(Na K)","","반응성 서열에서 K > Na이므로 우가 정답입니다.","0","0"
"metal_reactivity_005","화학","산화환원","고급","binary_choice","(K Mg)","","반응성 서열에서 K > Mg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_006","화학","산화환원","고급","binary_choice","(Mg K)","","반응성 서열에서 K > Mg이므로 우가 정답입니다.","0","0"
"metal_reactivity_007","화학","산화환원","중급","binary_choice","(K Al)","","반응성 서열에서 K > Al이므로 좌가 정답입니다.","0","0"
"metal_reactivity_008","화학","산화환원","중급","binary_choice","(Al K)","","반응성 서열에서 K > Al이므로 우가 정답입니다.","0","0"
"metal_reactivity_009","화학","산화환원","중급","binary_choice","(K Zn)","","반응성 서열에서 K > Zn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_010","화학","산화환원","중급","binary_choice","(Zn K)","","반응성 서열에서 K > Zn이므로 우가 정답입니다.","0","0"
"metal_reactivity_011","화학","산화환원","중급","binary_choice","(K Fe)","","반응성 서열에서 K > Fe이므로 좌가 정답입니다.","0","0"
"metal_reactivity_012","화학","산화환원","중급","binary_choice","(Fe K)","","반응성 서열에서 K > Fe이므로 우가 정답입니다.","0","0"
"metal_reactivity_013","화학","산화환원","중급","binary_choice","(K Ni)","","반응성 서열에서 K > Ni이므로 좌가 정답입니다.","0","0"
"metal_reactivity_014","화학","산화환원","중급","binary_choice","(Ni K)","","반응성 서열에서 K > Ni이므로 우가 정답입니다.","0","0"
"metal_reactivity_015","화학","산화환원","초급","binary_choice","(K Sn)","","반응성 서열에서 K > Sn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_016","화학","산화환원","초급","binary_choice","(Sn K)","","반응성 서열에서 K > Sn이므로 우가 정답입니다.","0","0"
"metal_reactivity_017","화학","산화환원","초급","binary_choice","(K Pb)","","반응성 서열에서 K > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_018","화학","산화환원","초급","binary_choice","(Pb K)","","반응성 서열에서 K > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_019","화학","산화환원","초급","binary_choice","(K H)","","반응성 서열에서 K > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_020","화학","산화환원","초급","binary_choice","(H K)","","반응성 서열에서 K > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_021","화학","산화환원","초급","binary_choice","(K Cu)","","반응성 서열에서 K > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_022","화학","산화환원","초급","binary_choice","(Cu K)","","반응성 서열에서 K > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_023","화학","산화환원","초급","binary_choice","(K Hg)","","반응성 서열에서 K > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_024","화학","산화환원","초급","binary_choice","(Hg K)","","반응성 서열에서 K > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_025","화학","산화환원","초급","binary_choice","(K Ag)","","반응성 서열에서 K > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_026","화학","산화환원","초급","binary_choice","(Ag K)","","반응성 서열에서 K > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_027","화학","산화환원","초급","binary_choice","(K Pt)","","반응성 서열에서 K > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_028","화학","산화환원","초급","binary_choice","(Pt K)","","반응성 서열에서 K > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_029","화학","산화환원","초급","binary_choice","(K Au)","","반응성 서열에서 K > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_030","화학","산화환원","초급","binary_choice","(Au K)","","반응성 서열에서 K > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_031","화학","산화환원","고급","binary_choice","(Ca Na)","","반응성 서열에서 Ca > Na이므로 좌가 정답입니다.","0","0"
"metal_reactivity_032","화학","산화환원","고급","binary_choice","(Na Ca)","","반응성 서열에서 Ca > Na이므로 우가 정답입니다.","0","0"
"metal_reactivity_033","화학","산화환원","고급","binary_choice","(Ca Mg)","","반응성 서열에서 Ca > Mg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_034","화학","산화환원","고급","binary_choice","(Mg Ca)","","반응성 서열에서 Ca > Mg이므로 우가 정답입니다.","0","0"
"metal_reactivity_035","화학","산화환원","고급","binary_choice","(Ca Al)","","반응성 서열에서 Ca > Al이므로 좌가 정답입니다.","0","0"
"metal_reactivity_036","화학","산화환원","고급","binary_choice","(Al Ca)","","반응성 서열에서 Ca > Al이므로 우가 정답입니다.","0","0"
